Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCU29,2387.0,OUT017
NCE06,2545.0,OUT013
FDV52,-0.5,OUT010
FDB02,2957.0,OUT017
NCR18,644.5,OUT045
FDK16,1614.0,OUT049
NCQ29,2127.5,OUT010
FDZ01,-176.5,OUT019
FDW27,2669.0,OUT035
FDD17,3489.0,OUT018
FDW39,2905.0,OUT013
DRH59,1112.5,OUT045
FDS52,1673.0,OUT013
FDU40,4545.5,OUT027
NCF54,2755.0,OUT013
FDH46,1632.5,OUT045
NCP14,1724.0,OUT049
FDH50,3062.0,OUT049
DRF15,535.5,OUT010
FDV27,2903.5,OUT027
NCJ06,1998.0,OUT049
FDN02,2973.0,OUT018
FDQ51,938.0,OUT049
FDQ07,3655.0,OUT017
FDS45,1832.0,OUT049
NCJ06,1848.5,OUT045
FDD36,2035.0,OUT035
FDY25,2852.5,OUT045
FDU52,2482.5,OUT046
DRK47,3673.0,OUT017
NCL30,2135.0,OUT017
FDN22,4159.0,OUT035
NCF30,3420.5,OUT027
FDK03,4225.0,OUT035
FDT45,1023.0,OUT017
NCC54,5191.5,OUT027
FDP08,2847.0,OUT018
FDU44,2646.5,OUT046
DRG39,1019.0,OUT035
FDU32,2074.0,OUT049
FDY27,2942.0,OUT049
NCP54,1981.0,OUT013
NCZ41,2110.0,OUT049
DRL49,2299.0,OUT013
FDI05,991.0,OUT018
FDY56,3550.5,OUT045
DRC13,2075.0,OUT013
NCV29,2931.0,OUT017
FDR24,1578.0,OUT049
FDZ34,2769.0,OUT018
FDP37,2145.0,OUT035
FDX08,4325.5,OUT027
FDS57,2186.5,OUT045
NCG18,1730.0,OUT049
FDK25,2425.0,OUT018
FDH53,1484.0,OUT049
DRI59,3255.0,OUT018
FDA52,2850.5,OUT046
FDT20,-1252.5,OUT010
FDE36,743.5,OUT019
FDI24,2869.0,OUT017
FDB28,2869.0,OUT018
FDV11,2951.0,OUT017
FDP01,2506.5,OUT046
FDD34,4035.5,OUT027
FDJ50,2323.5,OUT027
FDZ44,1927.0,OUT013
DRO59,1367.0,OUT035
DRB48,642.5,OUT045
FDR21,2503.0,OUT018
NCE42,1805.5,OUT010
FDO23,1506.5,OUT046
NCE30,3053.0,OUT018
FDQ22,801.0,OUT035
FDY01,1802.5,OUT045
FDS08,2917.0,OUT017
FDG28,3675.0,OUT018
FDQ51,599.0,OUT018
FDB05,4029.0,OUT017
FDO56,2006.0,OUT049
FDE02,1197.0,OUT018
FDN45,3615.0,OUT017
FDS09,879.0,OUT013
NCA54,2579.0,OUT018
FDP09,1459.5,OUT010
FDC53,1536.5,OUT045
NCM55,3029.0,OUT017
FDL09,2431.0,OUT018
FDA11,-384.5,OUT019
FDA50,1450.5,OUT045
FDC23,2957.0,OUT017
FDE22,2628.0,OUT049
FDD23,3022.5,OUT046
NCA29,2822.0,OUT049
FDK38,2362.5,OUT046
DRC13,2010.5,OUT046
NCP43,2920.0,OUT049
FDX28,1714.0,OUT049
FDF08,1594.0,OUT049
FDZ33,2386.5,OUT046
FDD10,2986.0,OUT049
FDO58,2689.0,OUT017
FDI50,3791.0,OUT017
FDO58,2574.5,OUT045
FDX08,2905.0,OUT013
NCK17,-1226.5,OUT010
FDF39,4339.0,OUT035
FDU45,-68.5,OUT010
NCJ18,1550.0,OUT018
DRC27,1975.5,OUT019
DRC25,1517.0,OUT035
FDU59,2695.0,OUT035
FDU28,3189.0,OUT035
NCP30,688.5,OUT046
FDB39,641.0,OUT018
FDE41,1481.0,OUT013
DRH11,-1008.5,OUT010
FDA58,3666.5,OUT045
FDU50,1910.5,OUT046
FDM34,2101.0,OUT013
FDM44,3095.5,OUT027
FDR39,2850.5,OUT045
FDM25,2764.5,OUT045
FDQ49,2638.0,OUT049
DRH25,599.0,OUT018
FDM09,4195.5,OUT027
FDL44,691.5,OUT019
NCR42,260.0,OUT018
DRL59,882.5,OUT046
FDX43,2713.0,OUT013
DRK47,1655.5,OUT010
FDU48,1827.0,OUT018
FDY12,798.5,OUT045
NCN43,1672.0,OUT018
NCM55,2613.0,OUT018
FDQ21,3439.5,OUT027
FDX13,4111.0,OUT035
NCK30,5417.5,OUT027
FDG20,2908.0,OUT049
DRG27,759.0,OUT017
FDY14,3885.0,OUT018
FDP59,1839.0,OUT035
FDU60,2835.0,OUT017
NCC18,767.5,OUT019
DRJ39,3543.0,OUT017
FDS07,1924.0,OUT049
FDM08,5017.5,OUT027
FDP51,1896.5,OUT045
FDU16,1537.0,OUT035
FDH12,1729.0,OUT013
DRE48,1207.5,OUT010
NCL42,5288.5,OUT027
FDR21,2748.5,OUT045
NCW29,2221.0,OUT035
FDO11,4025.0,OUT013
NCM31,2322.0,OUT049
FDV35,551.5,OUT019
FDF58,1135.0,OUT017
NCE43,2742.0,OUT049
FDA02,2483.0,OUT035
DRL37,-1160.5,OUT010
FDR24,1241.0,OUT018
FDW59,1458.0,OUT049
FDS22,906.0,OUT049
FDW24,929.0,OUT017
FDU24,1713.0,OUT035
FDA21,4429.5,OUT027
FDH58,3349.5,OUT027
FDW36,1395.0,OUT018
FDI45,4203.5,OUT027
FDU01,2729.0,OUT018
FDF35,3187.5,OUT027
FDU43,1911.5,OUT019
FDE24,387.5,OUT019
FDK50,2702.0,OUT049
FDG31,978.5,OUT045
FDC60,1414.5,OUT045
FDL36,1481.0,OUT013
FDP21,3077.0,OUT013
FDW16,1440.5,OUT045
FDX02,3659.0,OUT017
FDQ58,3939.5,OUT027
FDT51,1838.5,OUT046
FDD59,1438.0,OUT049
NCM42,1453.0,OUT018
FDA57,419.0,OUT018
FDZ48,1947.0,OUT035
FDE46,2372.5,OUT045
NCZ30,29.5,OUT019
FDB56,3137.0,OUT017
FDA25,3179.5,OUT027
FDD20,2047.0,OUT013
FDL25,1549.0,OUT013
NCO18,2884.0,OUT049
FDJ45,695.0,OUT017
FDR12,2895.0,OUT035
NCF19,-1144.5,OUT010
FDK25,2674.5,OUT046
NCR17,1824.5,OUT046
FDC52,2490.5,OUT046
NCA54,2955.0,OUT017
FDR45,1895.5,OUT010
NCM19,1906.0,OUT049
FDF39,5663.5,OUT027
FDX23,1662.0,OUT049
FDD58,3051.5,OUT027
FDX28,1657.0,OUT013
NCD31,2593.0,OUT013
FDU57,2153.0,OUT018
FDI27,826.5,OUT046
NCM42,1724.5,OUT046
FDD32,2817.5,OUT027
FDI34,3679.0,OUT013
NCM29,2154.0,OUT049
