Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDI35,3062.5144024789493,OUT013
NCW42,3758.9221238029672,OUT045
NCX06,3004.0957714847677,OUT049
FDC37,2889.738789066599,OUT027
FDZ14,1952.1819776749194,OUT018
DRG49,3856.933640211262,OUT049
NCG06,4094.323850555362,OUT045
DRC36,2870.336948332607,OUT045
FDV21,280.6280094713225,OUT019
FDB53,2503.7869873726227,OUT046
DRP47,571.4891009074431,OUT019
FDA14,2461.3141382087065,OUT013
DRC24,2543.7891865721535,OUT035
FDW21,1614.3998948877613,OUT018
NCH29,1556.5877463097474,OUT046
FDU58,3089.7701469734243,OUT013
FDY27,2869.9721581273934,OUT017
FDV56,1657.8870000389704,OUT035
FDT59,3831.3356273908976,OUT046
FDB23,3792.6836271159973,OUT046
FDR49,760.2160501732502,OUT045
FDB03,574.0768611420065,OUT010
FDN39,2624.9100466519008,OUT045
FDX02,5851.315905449229,OUT027
FDQ16,2889.738789066599,OUT027
FDU35,1547.09252180788,OUT018
NCT29,2003.301405162849,OUT013
FDZ27,784.3605733606145,OUT046
FDN57,2033.8064804710448,OUT017
FDA03,2435.7166938465707,OUT018
FDZ36,3122.676771787804,OUT045
NCU05,1397.5122158415616,OUT013
FDT39,2398.440291656881,OUT018
FDK60,1551.2447030402172,OUT017
FDZ25,2770.7991144475222,OUT017
FDG12,2077.0819160616606,OUT046
DRB01,506.19841481163496,OUT019
NCC43,5851.315905449229,OUT027
FDX13,569.5005648820749,OUT019
FDM22,865.4886904997803,OUT049
FDJ03,1086.1881756072296,OUT027
FDU14,3768.2538374010537,OUT018
FDB33,381.4902655054437,OUT010
FDP27,3109.5220375910203,OUT046
FDO38,162.5525046254482,OUT010
FDE28,5851.315905449229,OUT027
FDO27,1528.0072871008504,OUT035
DRL23,2883.2477559028043,OUT027
FDS28,945.0311632507002,OUT046
FDX24,1451.2543048870564,OUT013
FDZ02,1553.3616464461343,OUT035
FDL46,1919.3099826530183,OUT045
FDS60,4774.277955858025,OUT027
NCO06,590.4071934581473,OUT017
FDO16,1357.408113767659,OUT035
FDC60,1362.9009557119443,OUT049
FDA48,3430.7188267572674,OUT018
FDZ36,5130.958278043224,OUT027
FDK27,2035.007837027245,OUT045
FDW23,603.4073791206098,OUT018
FDM14,1683.0149678517557,OUT018
FDM14,1651.3880472425456,OUT013
FDW60,2830.923196893749,OUT018
FDE21,1972.5797444257028,OUT013
NCM42,1661.142074637327,OUT035
FDY59,225.93225140183094,OUT010
DRI49,1309.7580990532742,OUT049
FDT28,365.06902308070414,OUT019
FDQ22,605.0049538663093,OUT018
FDR60,1270.5941252269413,OUT049
FDC50,232.606713331414,OUT019
FDV24,2418.576791354631,OUT013
DRF48,495.605875925128,OUT010
FDQ47,633.0403240613679,OUT046
DRN36,1550.1136757495997,OUT049
NCY06,2013.5458370894196,OUT035
FDE52,1379.1588130187038,OUT035
NCB54,2000.566248711661,OUT045
NCF31,2504.5136099276915,OUT035
FDJ08,5140.694763615562,OUT027
NCC07,1650.3161311109898,OUT017
NCD19,1275.5232956059865,OUT027
FDL46,1983.5035197473296,OUT049
FDM20,3995.2688133328684,OUT045
NCI06,449.1729802006749,OUT010
DRM11,4222.142395604473,OUT035
NCH07,2492.3981162454575,OUT018
FDS23,2031.5117014408459,OUT013
FDO49,764.9918447406098,OUT018
FDS35,1066.585511074738,OUT049
DRK39,1336.5006749729569,OUT045
DRI39,897.432846391332,OUT049
FDV04,2524.8862574862865,OUT017
NCN14,3043.8049923027243,OUT035
FDH08,3738.454446186605,OUT013
FDS20,3142.016440280952,OUT046
FDV40,1150.1613462892988,OUT049
FDZ48,259.49230504933973,OUT010
FDS24,2549.2411772253654,OUT027
FDK44,2860.031635281643,OUT049
FDS48,2523.9325789212053,OUT045
FDK26,497.6575681690485,OUT010
FDD23,3107.218566037524,OUT045
NCH54,2591.034466052122,OUT017
NCP14,242.43518487074834,OUT010
FDM60,131.10432094976147,OUT010
FDV24,2450.7517513117737,OUT017
FDH08,3522.391402485388,OUT018
FDS12,2983.6021688961123,OUT027
FDR39,4845.332640489596,OUT027
FDP12,1008.6407992244319,OUT027
DRF60,5851.315905449229,OUT027
FDC09,1648.1012506385596,OUT035
FDF50,3020.9106664411556,OUT018
FDG28,3983.633207431067,OUT035
NCE19,865.5588866787101,OUT017
NCM53,250.4213185354962,OUT010
NCN18,1715.894199977085,OUT049
FDF32,3145.581449774458,OUT035
FDF11,3928.3351672640833,OUT013
DRI59,3794.0770299914434,OUT049
NCG54,2793.1892420826207,OUT035
FDM44,1642.7990777360446,OUT046
FDT57,3604.4153572481737,OUT018
FDV24,2457.758257843829,OUT046
FDI50,571.2886422082895,OUT019
FDS09,772.0483614308006,OUT035
NCC31,4098.469686830537,OUT027
FDQ07,573.2771782336577,OUT019
FDC22,3120.399297841027,OUT017
FDZ56,2770.8963764760997,OUT046
FDZ40,131.10432094976147,OUT019
FDS46,2936.000206067118,OUT027
DRD24,2067.125588870215,OUT045
FDV45,3082.833108181461,OUT017
FDL26,2534.639520072093,OUT045
FDA56,1998.6526871733088,OUT018
FDN27,1980.7109237753925,OUT046
FDM20,3948.4561689506395,OUT049
FDO16,1336.2135645606654,OUT017
FDL03,3004.717856309005,OUT035
FDE58,1958.143276736552,OUT046
FDI02,2926.3650669215845,OUT027
NCC55,131.10432094976147,OUT019
FDR03,3247.6986180222866,OUT018
FDB14,1444.2797892901074,OUT017
FDR45,3927.1189312879105,OUT013
NCN07,2041.1500930418133,OUT017
FDM51,247.58676662341102,OUT019
FDT52,5851.120655976366,OUT027
FDL26,2510.317032038782,OUT046
NCZ42,3929.5354696456134,OUT046
DRI47,364.9857825931384,OUT019
FDW40,2083.523607770393,OUT013
FDN34,2778.3004936781695,OUT046
FDS01,2929.6599543423745,OUT035
NCG55,1932.5918770826863,OUT045
FDC11,1362.1256748125531,OUT035
FDX35,3498.7727654338814,OUT018
NCB06,2586.4809053790495,OUT046
FDR09,571.9294579880482,OUT019
FDC53,1553.9540142372791,OUT017
FDY45,4104.87932441277,OUT013
FDA22,382.1117591356379,OUT010
FDE02,1528.0072871008504,OUT035
FDW21,1632.8339460853688,OUT045
FDV34,1180.5429573997912,OUT046
FDS59,1657.141932529601,OUT049
NCW17,2062.2904837040846,OUT017
NCK54,1967.7276403523365,OUT046
FDG17,571.2886422082895,OUT019
FDG35,2857.1859811037216,OUT017
FDD08,131.10432094976147,OUT010
NCO07,3658.029602965058,OUT017
FDJ10,281.6321861077897,OUT010
FDW36,1647.8949801047636,OUT017
FDW21,240.0042222607729,OUT010
FDY19,1938.3502026471053,OUT017
DRE03,818.9690516197048,OUT013
NCC55,637.1554285210038,OUT049
FDH52,135.37120780981704,OUT010
FDO09,4071.9490243071646,OUT017
FDU43,3958.622249748779,OUT045
FDX09,419.61121278488304,OUT010
FDH40,199.23511237567448,OUT019
FDW58,1646.7984613201684,OUT017
FDC47,3773.8210369631556,OUT017
NCR41,1501.358833136718,OUT035
DRG49,3907.296249035368,OUT035
FDC52,4076.5012784443284,OUT027
FDY13,1185.835500982489,OUT046
FDY35,723.7257126523976,OUT013
FDI35,3107.728507363901,OUT017
NCU18,2099.9544736463145,OUT049
FDY33,2497.2512818672426,OUT018
FDC15,4181.874403496101,OUT027
FDU01,3049.4459801345006,OUT049
NCU42,2774.1879609470443,OUT046
NCV29,2833.553344893874,OUT018
NCY30,3021.252071504948,OUT017
FDQ46,1737.168783402939,OUT049
FDG58,4095.4301910640947,OUT027
FDK33,3657.4381094361465,OUT017
NCD07,1906.2502180750391,OUT045
NCX29,4001.28493109461,OUT027
NCT42,2426.4576308235464,OUT013
DRN59,754.768430824138,OUT035
FDI44,1281.7289859097082,OUT035
FDA45,2834.074906617095,OUT049
FDP31,1062.8259354378308,OUT045
FDY01,1941.7764964564733,OUT046
FDT09,2040.830837141014,OUT018
DRH03,2850.0165686656374,OUT027
FDA36,3019.497290393055,OUT018
NCF31,2468.987288424936,OUT017
FDG14,2473.3628352803626,OUT049
FDG28,5852.890644989106,OUT027
FDU14,4057.24642353651,OUT049
FDY47,284.7072572761274,OUT019
FDI56,1376.8954005824667,OUT049
DRD01,1032.037800307526,OUT013
FDM22,943.685641636516,OUT046
FDH33,713.868666725318,OUT013
DRZ24,1945.0328031771985,OUT013
NCQ38,1647.581974600733,OUT046
FDO16,2335.093152715853,OUT027
FDU07,4042.4027679099627,OUT027
NCB07,2982.4206840613233,OUT013
FDU48,2022.7610560025112,OUT045
NCM43,2648.6947255750874,OUT045
FDR31,362.50612975335105,OUT010
DRK49,609.3435149904727,OUT018
NCI30,573.5863679236735,OUT010
DRD60,3060.6237796470045,OUT017
NCG19,3799.868767969701,OUT046
FDH12,1648.5637473734905,OUT035
FDM32,1436.500413761146,OUT035
FDM27,2564.155733987902,OUT035
NCU53,4247.400150682694,OUT027
NCQ18,1567.6116030396297,OUT046
FDS10,2906.421738120915,OUT013
FDB33,4181.874403496101,OUT027
FDI12,1414.5849094413456,OUT013
NCW42,3657.857163210074,OUT013
NCC06,2017.8404180168152,OUT018
FDW02,2010.7241780880472,OUT017
NCD43,1647.4324833698329,OUT017
FDM57,1347.819253695612,OUT018
FDA58,3863.0714811610496,OUT017
FDK56,3117.948693453382,OUT046
FDP52,3869.0021795596313,OUT045
FDW20,2010.4682430032958,OUT018
FDS52,1614.9612655569317,OUT049
NCT29,1941.321250205313,OUT018
NCL54,2850.909820531559,OUT013
FDC05,3084.578120051153,OUT045
FDF34,3076.250510309428,OUT035
FDP03,2981.7430595801775,OUT027
FDD32,193.22902543315465,OUT010
FDZ10,2017.5856593418753,OUT045
FDZ40,864.351393789445,OUT035
FDD51,621.1665365537724,OUT018
NCY30,427.13611806646804,OUT019
FDP58,3683.088409599994,OUT017
FDV49,4203.972185070606,OUT017
FDY24,131.10432094976147,OUT019
NCO55,1653.4642041203545,OUT017
FDR13,1926.214555263827,OUT017
FDS51,997.7296493349677,OUT017
FDP26,1645.2596601214755,OUT045
NCB54,2995.0128051211414,OUT027
FDF32,3065.6168564055442,OUT017
FDN31,3040.9824165537807,OUT018
DRM48,590.4071934581473,OUT017
FDN20,2759.46669711122,OUT049
DRL01,3776.6444300242674,OUT046
FDV56,1649.4573538505156,OUT049
DRH13,2889.738789066599,OUT027
FDA03,2505.6170466319677,OUT017
FDF47,5851.315905449229,OUT027
FDX32,2514.775752058724,OUT046
FDX57,1543.158695398541,OUT049
NCA30,2996.321858766986,OUT045
FDO49,819.4671227411368,OUT013
FDL04,249.83996629966873,OUT019
DRM48,596.6755529742808,OUT035
FDR16,3560.7981954288407,OUT013
NCC19,3036.770671110582,OUT018
NCE42,3954.635603219893,OUT045
FDY24,864.469060984969,OUT017
FDH19,2845.5533502810767,OUT049
FDJ46,2830.0951323264967,OUT013
FDN45,572.2887838157919,OUT010
FDY08,2022.68632273419,OUT035
FDZ37,1363.3942600047492,OUT035
NCT30,764.1497415243433,OUT045
DRY23,614.117952847555,OUT018
NCZ30,1996.9877198587592,OUT018
FDC44,1860.3856253546633,OUT018
FDB45,1647.4672285888948,OUT035
FDY04,2560.6900882163022,OUT013
FDM27,2579.651025509212,OUT046
FDZ43,3905.4280185008347,OUT017
FDT39,367.6040417853674,OUT019
NCC06,281.8473160711135,OUT019
FDL15,4095.4301910640947,OUT027
FDL57,4125.16040242118,OUT017
FDU08,1562.6732205476176,OUT046
FDK40,4190.18423290368,OUT017
FDQ12,570.3002477904238,OUT010
FDS48,2504.3317215301263,OUT017
FDP09,3651.845288623856,OUT045
FDW21,1557.65021919132,OUT049
FDY25,3064.8841057622876,OUT035
DRE13,1360.7693515194485,OUT017
FDV43,131.10432094976147,OUT019
FDD22,1736.5753150327428,OUT045
FDM46,230.2952884269684,OUT019
NCO30,482.24474531913785,OUT010
FDM25,2862.3495096993165,OUT046
NCN41,2026.157714219809,OUT049
FDU24,1447.028066755189,OUT045
FDZ50,3134.854422432565,OUT046
FDP45,4033.5319448894834,OUT013
NCM54,2009.0416990903668,OUT045
FDW10,417.5543101796999,OUT019
FDP20,2017.2508287707365,OUT017
FDK32,2517.6287589440417,OUT046
FDN52,1363.0239279486486,OUT049
FDM58,1715.8037155485174,OUT045
FDZ46,2924.439419481433,OUT027
NCA18,1871.0581252137295,OUT018
FDD35,2080.684948327343,OUT046
NCK31,758.5663896026131,OUT035
FDI40,2859.8862257137876,OUT027
FDT50,234.86680216681944,OUT019
NCT06,2618.9365223814484,OUT046
FDT31,3006.8750530553934,OUT035
FDT45,864.6769211097084,OUT049
FDT13,3097.9034988424523,OUT045
FDO50,1383.7750860308224,OUT045
NCU18,280.8205596147285,OUT010
NCR54,3091.2202986315883,OUT049
NCO18,2828.462864519432,OUT018
FDU09,867.9379019643227,OUT045
FDT13,3023.1661160020067,OUT018
FDE09,1758.2938456878758,OUT046
NCK53,247.58676662341102,OUT019
FDG45,3590.137222324331,OUT049
DRH15,681.7247198116096,OUT035
FDO21,571.2886422082895,OUT019
FDD14,5129.188289030485,OUT027
FDC09,1648.2159966503978,OUT046
FDH45,1023.9609160819379,OUT027
FDV32,1121.678507291803,OUT046
FDG12,1995.1616747042679,OUT035
FDS32,2066.1966846680903,OUT013
NCL55,3756.740293339074,OUT018
DRE01,3876.0418033734686,OUT035
DRE15,1271.0013820728193,OUT049
NCL42,3944.4526906858478,OUT045
FDP31,1226.7517124102833,OUT013
FDN33,1435.6336836010146,OUT018
FDZ59,2552.761301423333,OUT046
FDE45,425.3374457584756,OUT010
FDJ07,1994.1956789653836,OUT013
FDQ45,3018.785581960813,OUT018
FDM33,5851.315905449229,OUT027
FDO15,153.59878548077177,OUT010
FDM46,1455.841553349771,OUT013
FDR03,3455.820472119156,OUT045
FDY49,2633.4457083612647,OUT018
FDQ60,1940.0923277400527,OUT045
FDW10,2847.5062600623764,OUT049
FDO51,693.1366188919214,OUT049
FDJ40,1634.7032837026,OUT018
FDS20,3049.062052330579,OUT018
FDU45,1803.0196019689567,OUT013
FDV02,2787.8611840162584,OUT035
FDN09,3963.0216288322745,OUT046
NCM55,5129.188289030485,OUT027
FDN23,2383.826119953262,OUT018
FDY31,365.0490960844644,OUT010
FDW03,242.33931555171927,OUT010
FDD14,3041.888008902348,OUT046
FDV23,1998.5215229534463,OUT017
DRI03,2850.609160646418,OUT045
FDN13,1569.1624979256992,OUT035
FDF45,1339.5922907532129,OUT027
FDU46,1366.8294241676638,OUT035
FDB57,3713.2047499936184,OUT049
FDV12,1561.9174638209795,OUT049
FDQ58,2428.4588445783575,OUT013
NCA18,1905.1441247534974,OUT017
FDH52,990.4286550482828,OUT049
FDM24,2388.9050304570487,OUT018
NCP43,4849.391908039673,OUT027
NCO18,423.79797651767103,OUT019
FDM32,1393.149746194274,OUT017
NCL07,593.6088690759867,OUT017
FDK03,4047.198697555994,OUT013
FDP59,1646.3202524929509,OUT017
FDQ24,4015.9227464604282,OUT049
FDQ16,1637.4057818942724,OUT018
FDU44,2535.96861164825,OUT013
FDH28,131.10432094976147,OUT010
FDV28,131.10432094976147,OUT019
FDM22,865.7886220148981,OUT045
FDR56,3100.246246695354,OUT046
FDV39,3084.528874110971,OUT049
FDU37,173.14905902308055,OUT019
FDQ11,572.0883251166382,OUT010
FDX02,3800.4631534904725,OUT045
NCS42,1433.5691833039618,OUT018
FDY57,2850.0165686656374,OUT027
FDB21,3851.655899599629,OUT049
FDE28,3847.114093051302,OUT017
FDQ55,1940.8836585942754,OUT017
FDA48,3674.120070518398,OUT049
FDZ19,2853.454388986824,OUT045
NCC43,3964.282518236334,OUT045
NCV18,1352.7243823869053,OUT046
NCA42,2462.053513573778,OUT018
FDY45,4142.0844123800425,OUT046
NCC30,2957.447463958189,OUT045
FDM57,1415.9498900411497,OUT013
FDL09,383.929469227922,OUT010
FDB09,2981.7430595801775,OUT027
FDT44,1950.041992577716,OUT035
NCT06,4247.400150682694,OUT027
FDX26,3132.646351351315,OUT049
FDK32,2482.0712298253197,OUT013
DRA12,2134.404335383267,OUT046
FDO46,495.28410070726125,OUT010
FDE52,1411.03937570761,OUT013
NCH42,3827.7970136815916,OUT045
FDV08,618.4469499300529,OUT035
FDB47,3382.1400775987386,OUT018
FDC28,259.6606160213288,OUT010
FDD22,1929.042007904154,OUT046
FDS07,2927.8930797954395,OUT027
DRI13,3696.4876955400728,OUT045
FDG32,3461.051282551423,OUT018
FDU14,4076.4264063866444,OUT017
FDD28,132.52604033987612,OUT019
NCP41,1659.8392853189353,OUT017
FDS08,2865.7930428270843,OUT049
FDX47,2539.0497291654306,OUT045
FDC53,246.54100117208785,OUT019
FDQ19,3996.001211566296,OUT035
FDL14,2495.4212153596072,OUT045
FDM33,571.4891009074431,OUT019
FDA51,1889.4312982697872,OUT045
FDZ27,764.8148755458583,OUT018
FDT04,655.3682370803898,OUT046
DRC13,2043.7561411495076,OUT049
FDR16,5851.315905449229,OUT027
FDQ03,5851.315905449229,OUT027
FDE38,2704.6516733737203,OUT035
DRH23,1286.9131950277517,OUT027
FDT11,497.06400835332147,OUT019
FDD09,3011.3332447299676,OUT035
FDR40,1334.7745595341212,OUT045
FDX07,3020.269436224967,OUT017
FDR07,1555.3388791557452,OUT035
FDA51,1894.9931793986718,OUT017
FDT59,570.3941122738971,OUT019
FDF20,3078.447219460389,OUT017
FDR13,1914.804435758686,OUT045
FDY26,3622.2601634995103,OUT049
FDW04,2018.618317507919,OUT017
FDK52,3832.2288241855654,OUT017
FDN60,2553.382661061025,OUT049
FDM09,408.2012815576665,OUT019
FDP46,1360.2289154695764,OUT049
FDB50,173.14905902308055,OUT019
NCQ29,4038.237071546308,OUT049
FDP16,5851.120655976366,OUT027
FDX33,2478.1558211016454,OUT018
FDP07,511.5286152164997,OUT010
FDN22,3967.287197467084,OUT046
FDF39,4137.119315022907,OUT049
FDS21,966.8307907314354,OUT017
NCM42,1650.4624152092729,OUT013
FDK50,381.39898385127856,OUT019
DRF13,4033.697081159958,OUT027
FDH35,2500.614894158199,OUT018
FDP60,1546.0939543453546,OUT018
DRJ49,2995.0128051211414,OUT027
NCT42,364.1548279543324,OUT019
FDE38,2674.206171032149,OUT049
FDI04,3114.9125662193587,OUT049
NCH54,2588.4842675522323,OUT045
FDT56,909.8461974017285,OUT049
DRD15,3509.1965908469806,OUT018
FDV58,3017.563946389252,OUT013
FDP21,3124.260838248954,OUT049
FDH05,3712.582131661122,OUT013
FDR10,4243.85613447482,OUT027
NCP06,2525.7550034308606,OUT045
FDF33,1646.1328562886067,OUT049
DRK37,3101.556444267673,OUT013
DRH49,1331.652125148641,OUT045
FDT58,2639.2042740253173,OUT013
FDD41,1628.73381837244,OUT018
FDP40,1684.4206681850337,OUT018
FDM51,2859.8862257137876,OUT027
FDO45,195.25684469308766,OUT010
FDW33,242.4921228606864,OUT010
FDY24,865.8215350186712,OUT045
FDB10,570.338524791311,OUT010
FDM40,2071.511111521789,OUT035
NCI06,3054.5803102402338,OUT017
FDW12,336.7338785465394,OUT019
FDX48,4101.939400490061,OUT027
NCW05,2883.2477559028043,OUT027
FDX27,1522.3170347502064,OUT017
DRM37,3100.0716860304065,OUT045
FDA38,3917.9320700679395,OUT045
FDR36,652.6219165789782,OUT046
FDZ45,3147.3815732010194,OUT046
FDG05,2529.6457161462217,OUT017
FDK28,4208.115552545732,OUT013
FDV47,1356.8667620392932,OUT045
FDN21,2595.237018541024,OUT045
FDP20,2983.6021688961123,OUT027
FDI35,3100.5959010040365,OUT045
DRY23,716.9560870376928,OUT013
FDA56,2034.7730570399224,OUT017
FDB09,2002.4045604149942,OUT013
NCO26,2936.000206067118,OUT027
FDQ49,2466.3933698684946,OUT018
FDI52,2979.588255044824,OUT027
FDZ44,2936.000206067118,OUT027
FDZ09,2511.293670187498,OUT018
FDY03,1917.8412774560427,OUT049
NCG42,2042.6058800760175,OUT017
DRI13,5852.890644989106,OUT027
FDQ32,2022.6529364358978,OUT013
FDW16,1387.0058316985496,OUT035
FDU27,783.6512088423389,OUT046
FDR28,383.7358418729615,OUT010
FDQ49,379.942149177882,OUT010
FDS37,1957.0876359119895,OUT046
FDW26,3422.9052561452804,OUT018
FDX12,3657.6804081939404,OUT018
NCP06,2473.739047420145,OUT013
FDW45,364.3683525119775,OUT010
NCN30,1500.3050051811595,OUT049
FDN24,865.9535521042224,OUT049
NCL41,1009.8120848693716,OUT027
FDR02,260.06668924640815,OUT019
FDD09,445.18372466726595,OUT010
FDS33,195.7475742017949,OUT010
FDU22,1977.544265845471,OUT045
FDI53,2511.3046741789444,OUT013
DRH01,2860.463926949667,OUT049
FDX32,2107.307612547796,OUT013
NCP30,606.3584829509148,OUT018
FDB60,3069.860139794412,OUT045
FDB14,1440.7120713947515,OUT049
NCP02,867.4797126791472,OUT035
FDJ10,2024.9000800788156,OUT017
FDG34,1721.559330674914,OUT046
NCB18,1365.546065172715,OUT017
FDM16,1139.3498282942423,OUT049
FDW25,1349.061939772634,OUT018
FDB35,219.4995676035022,OUT010
DRN11,2122.883395626423,OUT013
FDF41,570.6734001929323,OUT019
FDH16,1370.824433513019,OUT045
NCQ50,3391.4089653009996,OUT018
DRH23,892.2494041536693,OUT018
DRJ37,2428.4577002678207,OUT013
DRJ24,5129.188289030485,OUT027
FDY16,3042.139190200901,OUT035
FDQ27,1648.7859682736528,OUT045
FDZ33,2481.7014214593673,OUT045
FDF29,2075.9271479056997,OUT045
FDA08,2575.4417652743605,OUT049
FDG31,1116.820629279841,OUT046
FDE34,468.04433775962315,OUT019
NCR30,1461.8549896599422,OUT027
FDV33,4151.786131139596,OUT035
DRZ24,1939.378963091636,OUT018
NCL54,2870.865913597568,OUT035
FDR12,2889.0685498052426,OUT049
NCC54,3793.862888735859,OUT046
DRN59,814.6083174081633,OUT013
FDX50,261.51754154432473,OUT019
FDV31,4774.473205330886,OUT027
NCA29,4388.328179826868,OUT027
FDW60,2904.8359769940043,OUT049
FDX08,3100.5685248819373,OUT017
DRD49,3768.96993797519,OUT013
FDD33,3794.5489226900863,OUT046
FDW35,713.6329123771081,OUT013
FDJ36,1647.8949801047636,OUT017
FDV51,2691.7142798947384,OUT035
FDW36,1653.2442225466102,OUT046
FDH35,2585.0510221531495,OUT046
NCS30,2995.0128051211414,OUT027
FDN49,600.9876181050662,OUT017
FDL08,3659.7931080106027,OUT018
FDI09,3834.3287076321217,OUT013
FDP19,1984.6652092745064,OUT018
FDU21,131.10432094976147,OUT010
NCP41,1652.762966276919,OUT045
FDY10,1826.5686649668912,OUT013
FDP12,589.0436744799886,OUT018
NCN26,1957.825861736058,OUT049
FDK44,2844.971795616637,OUT013
FDC28,1653.5892047589782,OUT049
FDJ41,5851.120655976366,OUT027
NCT29,1992.8909410460883,OUT035
NCH42,571.7289992888947,OUT019
FDU60,2595.7612467493427,OUT018
FDS02,3087.3673934101466,OUT045
FDC51,2080.3461819639892,OUT046
FDU03,3027.112299019641,OUT013
FDX39,3678.335176004562,OUT045
NCY05,131.10432094976147,OUT010
NCL06,5849.545916436489,OUT027
FDD32,1283.8066966913284,OUT035
NCN41,1990.4524065531657,OUT045
NCX53,2154.4779494528725,OUT049
FDU57,365.64686724987587,OUT019
FDQ23,1648.2159966503978,OUT046
FDQ52,4035.429309899753,OUT045
FDC14,620.9172356972568,OUT045
FDY09,2913.6904307756013,OUT035
FDQ28,2551.5913836553027,OUT045
FDV25,3752.786026395356,OUT046
FDJ07,1957.2443608893568,OUT035
DRB25,1647.8682963606764,OUT049
FDK52,571.4891009074431,OUT019
FDY52,1407.4270073444518,OUT027
FDB28,3108.7126860066446,OUT046
FDT36,594.9694360241875,OUT035
FDV25,3814.7526151421043,OUT017
NCN07,2995.0128051211414,OUT027
FDC57,3015.300044332965,OUT017
FDQ03,3596.969150958236,OUT018
FDU23,2699.459386964726,OUT017
NCX41,3666.064435294288,OUT035
NCD06,757.6056592590926,OUT035
FDW08,1650.828884137066,OUT045
NCU29,2458.8427841804632,OUT017
NCE06,2491.971998586379,OUT013
FDV52,271.1135174285045,OUT010
FDB02,2898.779838220118,OUT017
NCR18,631.3272346292893,OUT045
FDK16,1499.0591615309427,OUT049
NCQ29,572.3804462662855,OUT010
FDZ01,248.67894891993348,OUT019
FDW27,2552.2220887570334,OUT035
FDD17,3596.5311104032576,OUT018
FDW39,2852.9269379537122,OUT013
DRH59,1107.135803450044,OUT045
FDS52,1639.0456097441338,OUT013
FDU40,5763.710214643588,OUT027
NCF54,2826.287904308221,OUT013
FDH46,1648.7859682736528,OUT045
NCP14,1643.91996403466,OUT049
FDH50,3149.5847611672666,OUT049
DRF15,370.21701077050193,OUT010
FDV27,2547.3461630486954,OUT027
NCJ06,2032.2058320356248,OUT049
FDN02,3234.792306411367,OUT018
FDQ51,782.5184903482034,OUT049
FDQ07,3752.051474988035,OUT017
FDS45,1643.4574672997292,OUT049
NCJ06,2005.414918914559,OUT045
FDD36,1963.481648967627,OUT035
FDY25,3102.67133429844,OUT045
FDU52,2467.191660730456,OUT046
DRK47,3837.299962259206,OUT017
NCL30,2017.8011427044098,OUT017
FDN22,3997.7147041832113,OUT035
NCF30,2983.6021688961123,OUT027
FDK03,4118.684694865284,OUT035
FDT45,866.0776720026272,OUT017
NCC54,5849.545916436489,OUT027
